"Location","Year","Location.Description","Site.Number","Colony.Size.Class","Colony.Location.Class","Count","Type.of.Info","Lat","Long","Notes.x","Collector","Source","Location_Code_SCoBC2023","Location_B_SCoBC2023","check.location.match","Location_Code_final","Location_final","Latitude_final","Longitude_final","Notes.y"
"Sisters Islets",1978,"",NA,3,NA,85,"Nests",49.4867,-124.4349,"","MGS TES","B.C. Nest Record Scheme","SG-250","Sisters Islets",NA,"SG-250","Sisters Islets",49.4867,-124.435,NA
"Sisters Islets",1981,"",NA,3,NA,151,"Nests",49.4867,-124.4349,"","RW Campbell","Campbell et al 1990","SG-250","Sisters Islets",NA,"SG-250","Sisters Islets",49.4867,-124.435,NA
"Sisters Islets",1986,"",NA,3,NA,25,"Nests",49.4867,-124.4349,"","","Vermeer and Devito 1989","SG-250","Sisters Islets",NA,"SG-250","Sisters Islets",49.4867,-124.435,NA
"Siwash Rock",1958,"",NA,1,NA,4,"Pair",49.3088,-123.156,"Orig est 3-4","E. Moody via J. Toochin","Drent and Guiguet 1961","SG-630","Siwash Rock",NA,"SG-630","Siwash Rock",49.3089,-123.1567,NA
"Siwash Rock",1961,"",NA,1,NA,2,"Pair",49.3088,-123.156,"","","B.C Nest Record Scheme","SG-630","Siwash Rock",NA,"SG-630","Siwash Rock",49.3089,-123.1567,NA
"Siwash Rock",1962,"",NA,1,NA,1,"Pair",49.3088,-123.156,"","","B.C Nest Record Scheme","SG-630","Siwash Rock",NA,"SG-630","Siwash Rock",49.3089,-123.1567,NA
"Siwash Rock",1967,"",NA,1,NA,2,"Pair",49.3088,-123.156,"","","B.C Nest Record Scheme","SG-630","Siwash Rock",NA,"SG-630","Siwash Rock",49.3089,-123.1567,NA
"Siwash Rock",1974,"",NA,1,NA,6,"Pair",49.3088,-123.156,"","","Campbell 1976","SG-630","Siwash Rock",NA,"SG-630","Siwash Rock",49.3089,-123.1567,NA
"Siwash Rock",1976,"",NA,1,NA,3,"Nests",49.3088,-123.156,"","","B.C Nest Record Scheme","SG-630","Siwash Rock",NA,"SG-630","Siwash Rock",49.3089,-123.1567,NA
"Siwash Rock",1977,"",NA,1,NA,4,"Pair",49.3088,-123.156,"","","B.C Nest Record Scheme","SG-630","Siwash Rock",NA,"SG-630","Siwash Rock",49.3089,-123.1567,NA
"Siwash Rock",1986,"",NA,1,NA,8,"Nests",49.3088,-123.156,"","","Vermeer and Devito 1989","SG-630","Siwash Rock",NA,"SG-630","Siwash Rock",49.3089,-123.1567,NA
"Siwash Rock",2010,"",NA,1,NA,0,"Nests",49.3088,-123.156,"","","","SG-630","Siwash Rock",NA,"SG-630","Siwash Rock",49.3089,-123.1567,NA
"Snake Island",1958,"",NA,5,NA,350,"Pair",49.216,-123.8907,"orig est 300-400","J.G. Sarles","Drent and Guiguet 1961","GI-070","Snake Island",NA,"GI-070","Snake Island",49.2156,-123.8906,NA
"Snake Island",1959,"",NA,5,NA,500,"Pair",49.216,-123.8907,"","Wm. Merilees","Drent and Guiguet 1961","GI-070","Snake Island",NA,"GI-070","Snake Island",49.2156,-123.8906,NA
"Snake Island",1960,"",NA,5,NA,350,"Pair",49.216,-123.8907,"orig est 300-400","R. Drent","Drent and Guiguet 1961","GI-070","Snake Island",NA,"GI-070","Snake Island",49.2156,-123.8906,NA
"Snake Island",1964,"",NA,5,NA,300,"Pair",49.216,-123.8907,"","","B.C Nest Record Scheme","GI-070","Snake Island",NA,"GI-070","Snake Island",49.2156,-123.8906,NA
"Snake Island",1968,"",NA,5,NA,330,"Pair",49.216,-123.8907,"","R and P Drent","B.C. Nest Record Scheme","GI-070","Snake Island",NA,"GI-070","Snake Island",49.2156,-123.8906,NA
"Snake Island",1974,"",NA,5,NA,558,"Pair",49.216,-123.8907,"","","Campbell 1976","GI-070","Snake Island",NA,"GI-070","Snake Island",49.2156,-123.8906,NA
"Snake Island",1975,"",NA,5,NA,610,"Nests",49.216,-123.8907,"","","Moira Lemon","GI-070","Snake Island",NA,"GI-070","Snake Island",49.2156,-123.8906,NA
"Snake Island",1977,"",NA,5,NA,400,"Pair",49.216,-123.8907,"","","B.C Nest Record Scheme","GI-070","Snake Island",NA,"GI-070","Snake Island",49.2156,-123.8906,NA
"Snake Island",1978,"",NA,5,NA,615,"Nests",49.216,-123.8907,"","","Moira Lemon","GI-070","Snake Island",NA,"GI-070","Snake Island",49.2156,-123.8906,NA
"Snake Island",1980,"",NA,5,NA,426,"Nests",49.216,-123.8907,"","","Moira Lemon","GI-070","Snake Island",NA,"GI-070","Snake Island",49.2156,-123.8906,NA
"Snake Island",1981,"",NA,5,NA,719,"Nests",49.216,-123.8907,"","","Moira Lemon","GI-070","Snake Island",NA,"GI-070","Snake Island",49.2156,-123.8906,NA
"Snake Island",1986,"",NA,5,NA,673,"Nests",49.216,-123.8907,"","","Vermeer and Devito 1989","GI-070","Snake Island",NA,"GI-070","Snake Island",49.2156,-123.8906,NA
"Snake Island",1999,"",NA,5,NA,204,"Nests",49.216,-123.8907,"","","Moira Lemon, Sullivan et al. 2002","GI-070","Snake Island",NA,"GI-070","Snake Island",49.2156,-123.8906,NA
"Snake Island",2010,"",NA,5,NA,20,"Nests",49.216,-123.8907,"","","","GI-070","Snake Island",NA,"GI-070","Snake Island",49.2156,-123.8906,NA
"Tent Island",1972,"",NA,2,NA,1,"Pair",48.9283,-123.6292,"","MS Rodway, RW Campbell","B.C Nest Record Scheme","GI-270","Tent Island",NA,"GI-270","Tent Island",48.925,-123.6303,NA
"Tent Island",1974,"",NA,2,NA,3,"Pair",48.9283,-123.6292,"","MS Rodway, RW Campbell","Campbell 1976","GI-270","Tent Island",NA,"GI-270","Tent Island",48.925,-123.6303,NA
"Tent Island",1976,"",NA,2,NA,5,"Nests",48.9283,-123.6292,"","MS Rodway, RW Campbell","B.C Nest Record Scheme","GI-270","Tent Island",NA,"GI-270","Tent Island",48.925,-123.6303,NA
"Tent Island",1977,"",NA,2,NA,16,"Pair",48.9283,-123.6292,"","MS Rodway, RW Campbell","B.C Nest Record Scheme","GI-270","Tent Island",NA,"GI-270","Tent Island",48.925,-123.6303,NA
"Tent Island",1985,"",NA,2,NA,11,"Nests",48.9283,-123.6292,"","","Vermeer and Devito 1989","GI-270","Tent Island",NA,"GI-270","Tent Island",48.925,-123.6303,NA
"Tent Island",1986,"Cliffs and cliff cavities",NA,2,NA,12,"Nests",48.9283,-123.6292,"","","Vermeer and Devito 1989","GI-270","Tent Island",NA,"GI-270","Tent Island",48.925,-123.6303,NA
"Toby Island",2010,NA,NA,NA,NA,1,"Nest",49.4877,-124.6596,"Missing from original data sheet; error found and corrected April 2024",NA,"Blight and Osler 2010","SG-230","Norris Rocks",NA,NA,"Toby Island",49.4877,-124.6596,"name and coordinates set to KBB2020"
"Trial Island",1953,"",NA,3,NA,50,"Pair",48.3976,-123.3057,"","CJG MS","Drent and Guiguet 1961","GI-900","Trial Islands",NA,"GI-900","Trial Islands",48.3972,-123.3056,NA
"Trial Island",1959,"",NA,3,NA,50,"Pair",48.3976,-123.3057,"","D.H. Franklin (lightkeeper)","Drent and Guiguet 1961","GI-900","Trial Islands",NA,"GI-900","Trial Islands",48.3972,-123.3056,NA
"Trial Island",1960,"",NA,3,NA,46,"Nests",48.3976,-123.3057,"","Miss June Franklin","Drent and Guiguet 1961","GI-900","Trial Islands",NA,"GI-900","Trial Islands",48.3972,-123.3056,NA
"Trial Island",1961,"",NA,3,NA,39,"Pair",48.3976,-123.3057,"","","B.C Nest Record Scheme","GI-900","Trial Islands",NA,"GI-900","Trial Islands",48.3972,-123.3056,NA
"Trial Island",1973,"",NA,3,NA,2,"Nests",48.3976,-123.3057,"","","B.C Nest Record Scheme","GI-900","Trial Islands",NA,"GI-900","Trial Islands",48.3972,-123.3056,NA
"Trial Island",1974,"",NA,3,NA,3,"Pair",48.3976,-123.3057,"","","Campbell 1976","GI-900","Trial Islands",NA,"GI-900","Trial Islands",48.3972,-123.3056,NA
"Trial Island",2010,"",NA,3,NA,100,"Nests",48.3976,-123.3057,"Rough estimate from memory","Meredith Dickman, lightkepper","M Dickman, pers comm","GI-900","Trial Islands",NA,"GI-900","Trial Islands",48.3972,-123.3056,NA
"Tsawwassen Breakwater",1974,"Breakwater",NA,3,NA,115,"Pair",48.9967,-123.0953,"","","Campbell 1976","SG-720","Tsawwassen - Breakwater","check","SG-720","Tsawwassen - Breakwater",49.0033,-123.1256,NA
"Tsawwassen Breakwater",1977,"Breakwater",NA,3,NA,160,"Pair",48.9967,-123.0953,"","","B.C Nest Record Scheme","SG-720","Tsawwassen - Breakwater","check","SG-720","Tsawwassen - Breakwater",49.0033,-123.1256,NA
"Tsawwassen Breakwater",1986,"Breakwater",NA,3,NA,238,"Nests",48.9967,-123.0953,"","","Vermeer and Devito 1989","SG-720","Tsawwassen - Breakwater","check","SG-720","Tsawwassen - Breakwater",49.0033,-123.1256,NA
"Tsawwassen Jetty",1974,"Jetty",NA,3,NA,9,"Pair",49.0191,-123.1121,"","","Campbell 1976","SG-710","Tsawwassen - Ferry Terminal",NA,"SG-710","Tsawwassen - Ferry Terminal",49.0158,-123.1167,NA
"Tsawwassen Jetty",2010,"Jetty",NA,3,NA,4,"Pair",49.0191,-123.1121,"","","R. Butler pers. comm.","SG-710","Tsawwassen - Ferry Terminal",NA,"SG-710","Tsawwassen - Ferry Terminal",49.0158,-123.1167,NA
"Valdes Island",1977,"Cliffs",NA,1,NA,1,"Nest",49.0581,-123.6333,"","MS Rodway, RW Campbell","B.C. Nest Record Scheme","GI-171","Whaleboat Island","check","GI-160","Valdes Island - West Cliffs",49.1056,-123.7028,"wrongly named in KBB2020 and changed to new SCoB2023 location"
"Valdes Island",1978,"Cliffs",NA,1,NA,1,"Pair",49.0581,-123.6333,"","GP Sink, UBC Con't Ed Tour","B.C. Nest Record Scheme","GI-171","Whaleboat Island","check","GI-160","Valdes Island - West Cliffs",49.1056,-123.7028,"wrongly named in KBB2020 and changed to new SCoB2023 location"
"Vancouver Buildings",1974,"Buildings",NA,NA,NA,4,"Pair",49.2737,-123.102,"","","Campbell 1976","SG-660","False Creek",NA,"SG-660","False Creek",49.2717,-123.1083,NA
"Vancouver Buildings",1986,"Buildings",NA,NA,NA,500,"Pair",49.2737,-123.102,"","Vermeer et al 1988","Vermeer 1992","SG-660","False Creek",NA,"SG-660","False Creek",49.2717,-123.1083,NA
"Vancouver Burrard Bridge",1986,"Burrard Bridge",NA,1,NA,9,"Nests",49.2747,-123.1392,"","","Vermeer and Devito 1989","SG-640","Burrard Bridge",NA,"SG-640","Burrard Bridge",49.2753,-123.1375,NA
"Vancouver Burrard Bridge",2010,"Burrard Bridge",NA,1,NA,1,"Nests",49.2747,-123.1392,"","","","SG-640","Burrard Bridge",NA,"SG-640","Burrard Bridge",49.2753,-123.1375,NA
"Vancouver Burrard Inlet",1986,"Burrard Inlet",NA,1,NA,8,"Nests",49.3105,-123.1045,"","","Vermeer and Devito 1989","SG-590","North Vancouver","check","SG-590","North Vancouver",49.3083,-123.0786,NA
"Vancouver Harbour",1986,"Harbour",NA,NA,NA,112,"Pair",49.2853,-123.0989,"","Vermeer et al 1988","Rodway 1991","SG-600","Vancouver Harbour",NA,"SG-600","Vancouver Harbour",49.2861,-123.0992,NA
"Vancouver Lions Gate Bridge",1974,"Lions Gate Bridge",NA,1,NA,1,"Pair",49.3141,-123.1399,"","","Campbell 1976","SG-620","Prospect Point",NA,NA,"Vancouver Lions Gate Bridge",49.3141,-123.1399,"name and coordinates set to KBB2020"
"Vancouver Lions Gate Bridge",1986,"Lions Gate Bridge",NA,1,NA,1,"Nest",49.3141,-123.1399,"","","Vermeer and Devito 1989","SG-620","Prospect Point",NA,NA,"Vancouver Lions Gate Bridge",49.3141,-123.1399,"name and coordinates set to KBB2020"
"Vancouver Lions Gate Bridge",2010,"Lions Gate Bridge",NA,1,NA,2,"Nests",49.3141,-123.1399,"","","","SG-620","Prospect Point",NA,NA,"Vancouver Lions Gate Bridge",49.3141,-123.1399,"name and coordinates set to KBB2020"
"Vancouver Prospect Point",1959,"Prospect Point",NA,1,NA,2,"Pair",49.314,-123.1415,"","W. Hughes","Drent and Guiguet 1961","SG-620","Prospect Point",NA,"SG-620","Prospect Point",49.3136,-123.1419,NA
"Vancouver Prospect Point",1974,"Prospect Point",NA,1,NA,5,"Pair",49.314,-123.1415,"","","Campbell 1976","SG-620","Prospect Point",NA,"SG-620","Prospect Point",49.3136,-123.1419,NA
"Vancouver Prospect Point",1986,"Prospect Point",NA,1,NA,4,"Nests",49.314,-123.1415,"","","Vermeer and Devito 1989","SG-620","Prospect Point",NA,"SG-620","Prospect Point",49.3136,-123.1419,NA
"Vancouver Prospect Point",2010,"Prospect Point",NA,1,NA,0,"Nests",49.314,-123.1415,"","","","SG-620","Prospect Point",NA,"SG-620","Prospect Point",49.3136,-123.1419,NA
"Vancouver Second Narrows Bridge",1984,"Second Narrows Bridge",NA,2,NA,40,"Nests",49.2948,-123.0263,"","D Wilson, O Dunbar, K Hobson","B.C Nest Record Scheme","SG-580","Second Narrows",NA,"SG-580","Second Narrows",49.295,-123.0261,NA
"Vancouver Second Narrows Bridge",1986,"Second Narrows Bridge",NA,2,NA,40,"Nests",49.2948,-123.0263,"","","Vermeer and Devito 1989","SG-580","Second Narrows",NA,"SG-580","Second Narrows",49.295,-123.0261,NA
"VictoriaBBS",1974,"",NA,NA,NA,314,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",1975,"",NA,NA,NA,230,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",1976,"",NA,NA,NA,209,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",1977,"",NA,NA,NA,341,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",1978,"",NA,NA,NA,173,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",1979,"",NA,NA,NA,220,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",1980,"",NA,NA,NA,340,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",1981,"",NA,NA,NA,310,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",1982,"",NA,NA,NA,233,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",1988,"",NA,NA,NA,215,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",1989,"",NA,NA,NA,269,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",1990,"",NA,NA,NA,312,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",1991,"",NA,NA,NA,116,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",1992,"",NA,NA,NA,110,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",1993,"",NA,NA,NA,208,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",1994,"",NA,NA,NA,226,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",1995,"",NA,NA,NA,55,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",1996,"",NA,NA,NA,50,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",1998,"",NA,NA,NA,85,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",1999,"",NA,NA,NA,66,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",2000,"",NA,NA,NA,55,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",2001,"",NA,NA,NA,61,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"VictoriaBBS",2002,"",NA,NA,NA,52,"Nests",48.40459,-123.34957,"","","","GI-930","Victoria","check",NA,"VictoriaBBS",48.40459,-123.34957,"name and coordinates set to KBB2020"
"Vivian Island",1966,"",NA,3,NA,59,"Nests",49.841,-124.7011,"","","Campbell et al 1990","SG-110","Vivian Island",NA,"SG-110","Vivian Island",49.8406,-124.7014,NA
"Vivian Island",1970,"",NA,3,NA,75,"Pair",49.841,-124.7011,"","","B.C Nest Record Scheme","SG-110","Vivian Island",NA,"SG-110","Vivian Island",49.8406,-124.7014,NA
"Vivian Island",1972,"",NA,3,NA,240,"Nests",49.841,-124.7011,"","","B.C Nest Record Scheme","SG-110","Vivian Island",NA,"SG-110","Vivian Island",49.8406,-124.7014,NA
"Vivian Island",1974,"",NA,3,NA,218,"Pair",49.841,-124.7011,"","","Campbell 1976","SG-110","Vivian Island",NA,"SG-110","Vivian Island",49.8406,-124.7014,NA
"Vivian Island",1975,"",NA,3,NA,245,"Nests",49.841,-124.7011,"","","Campbell et al 1990","SG-110","Vivian Island",NA,"SG-110","Vivian Island",49.8406,-124.7014,NA
"Vivian Island",1978,"",NA,3,NA,240,"Pair",49.841,-124.7011,"","","B.C Nest Record Scheme","SG-110","Vivian Island",NA,"SG-110","Vivian Island",49.8406,-124.7014,NA
"Vivian Island",1986,"",NA,3,NA,208,"Nests",49.841,-124.7011,"","","Vermeer and Devito 1989","SG-110","Vivian Island",NA,"SG-110","Vivian Island",49.8406,-124.7014,NA
"Vivian Island",2006,"",NA,3,NA,0,"Adults",49.841,-124.7011,"","Rob Butler","Rob Butler pers. comm. 2009","SG-110","Vivian Island",NA,"SG-110","Vivian Island",49.8406,-124.7014,NA
"Wallace Island",1974,"",NA,2,NA,3,"Nests",48.9394,-123.5562,"","MS Rodway, RW Campbell","B.C Nest Record Scheme","GI-260","Wallace Island",NA,"GI-260","Wallace Island",48.9386,-123.55,NA
"Wallace Island",1977,"",NA,2,NA,12,"Pair",48.9394,-123.5562,"","MS Rodway, RW Campbell","B.C Nest Record Scheme","GI-260","Wallace Island",NA,"GI-260","Wallace Island",48.9386,-123.55,NA
"Wallace Island",1985,"Unnamed rocks",NA,2,NA,3,"Nests",48.9394,-123.5562,"","","Vermeer and Devito 1989","GI-260","Wallace Island",NA,"GI-260","Wallace Island",48.9386,-123.55,NA
"Wallace Island",1986,"Unnamed rocks",NA,2,NA,3,"Nests",48.9394,-123.5562,"","","Vermeer and Devito 1989","GI-260","Wallace Island",NA,"GI-260","Wallace Island",48.9386,-123.55,NA
"White Islets",1968,"",NA,4,NA,340,"Pair",49.4183,-123.712,"","","B.C Nest Record Scheme","SG-400","White Islets",NA,"SG-400","White Islets",49.4181,-123.7119,NA
"White Islets",1974,"",NA,4,NA,279,"Pair",49.4183,-123.712,"","","Campbell 1976","SG-400","White Islets",NA,"SG-400","White Islets",49.4181,-123.7119,NA
"White Islets",1986,"",NA,4,NA,490,"Nests",49.4183,-123.712,"","","Vermeer and Devito 1989","SG-400","White Islets",NA,"SG-400","White Islets",49.4181,-123.7119,NA
"White Islets",2010,"",NA,4,NA,253,"Nests",49.4183,-123.712,"","","","SG-400","White Islets",NA,"SG-400","White Islets",49.4181,-123.7119,NA
"Whyte Islet",1978,"",NA,2,NA,6,"Nests",49.3661,-123.2835,"","R W Campbell","B.C Nest Record Scheme","SG-505","Kettle Point",NA,"SG-490","Whyte Islet",49.37,-123.2919,"wrongly named in KBB2020 and changed to new SCoB2023 location"
"Whyte Islet",1981,"",NA,2,NA,22,"Nests",49.3661,-123.2835,"","","Moira Lemon","SG-505","Kettle Point",NA,"SG-490","Whyte Islet",49.37,-123.2919,"wrongly named in KBB2020 and changed to new SCoB2023 location"
"Whyte Islet",1986,"",NA,2,NA,10,"Nests",49.3661,-123.2835,"Based on being there in the boat, assumed this was ""Unnamed It"" in Vermeer & Devito 1986","","","SG-505","Kettle Point",NA,"SG-490","Whyte Islet",49.37,-123.2919,"wrongly named in KBB2020 and changed to new SCoB2023 location"
"Whyte Islet",1999,"",NA,2,NA,0,"Nests",49.3661,-123.2835,"","","Moira Lemon","SG-505","Kettle Point",NA,"SG-490","Whyte Islet",49.37,-123.2919,"wrongly named in KBB2020 and changed to new SCoB2023 location"
"Whyte Islet",2010,"",NA,2,NA,0,"Nests",49.3661,-123.2835,"","","","SG-505","Kettle Point",NA,"SG-490","Whyte Islet",49.37,-123.2919,"wrongly named in KBB2020 and changed to new SCoB2023 location"
